code,公司名稱,當月營收,上月營收,去年當月營收,上月比較 增減(%),去年同月 增減(%),當月累計營收,去年累計營收,前期比較 增減(%),備註,
2420,新巨,202661,147295,189492,37.58,6.94,202661,189492,6.94,-,202661
2421,建準,1220744,990722,835453,23.21,46.11,1220744,835453,46.11,-,1220744
2428,興勤,573749,601720,536287,-4.64,6.98,573749,536287,6.98,-,573749
2431,聯昌,38343,40817,38103,-6.06,0.62,38343,38103,0.62,-,38343
2440,太空梭,318292,291962,91513,9.01,247.81,318292,91513,247.81,112年1月適逢春節連假影響，導致去年同期合併營收偏低。,318292
2457,飛宏,846620,857372,748587,-1.25,13.09,846620,748587,13.09,-,846620
2460,建通,245593,284738,124376,-13.74,97.46,245593,124376,97.46,係因2023年1月春節年假上班天數減少之影響，以致今年同期營收大幅增加。,245593
2462,良得電,307235,305087,229405,0.7,33.92,307235,229405,33.92,-,307235
2467,志聖,362549,342041,311683,5.99,16.31,362549,311683,16.31,-,362549
2472,立隆電,834195,824465,601663,1.18,38.64,834195,601663,38.64,-,834195
2476,鉅祥,526513,493173,421147,6.76,25.01,526513,421147,25.01,-,526513
2478,大毅,417250,350619,308668,19.0,35.17,417250,308668,35.17,-,417250
2483,百容,154164,143763,138512,7.23,11.3,154164,138512,11.3,-,154164
2484,希華,202716,185043,226127,9.55,-10.35,202716,226127,-10.35,-,202716
2492,華新科,2975688,2519566,2462289,18.1,20.85,2975688,2462289,20.85,-,2975688
2493,揚博,273008,312017,265055,-12.5,3.0,273008,265055,3.0,-,273008
3003,健和興,335227,345335,331107,-2.92,1.24,335227,331107,1.24,-,335227
3011,今皓,109679,82824,82470,32.42,32.99,109679,82470,32.99,-,109679
3015,全漢,1026205,858560,1038431,19.52,-1.17,1026205,1038431,-1.17,-,1026205
3021,鴻名,270458,296872,233247,-8.89,15.95,270458,233247,15.95,-,270458
3023,信邦,2709502,2200509,2756409,23.13,-1.7,2709502,2756409,-1.7,-,2709502
3026,禾伸堂,1152246,844441,1027221,36.45,12.17,1152246,1027221,12.17,-,1152246
3032,偉訓,805048,694684,577311,15.88,39.44,805048,577311,39.44,-,805048
3037,欣興,9222048,8184615,9830489,12.67,-6.18,9222048,9830489,-6.18,-,9222048
3042,晶技,997936,910171,730895,9.64,36.53,997936,730895,36.53,-,997936
3044,健鼎,6167335,4731328,4661722,30.35,32.29,6167335,4661722,32.29,-,6167335
3058,立德,299114,319363,294183,-6.34,1.67,299114,294183,1.67,-,299114
3090,日電貿,1210082,738672,860973,63.81,40.54,1210082,860973,40.54,-,1210082
3092,鴻碩,200449,168500,164571,18.96,21.8,200449,164571,21.8,-,200449
3229,晟鈦,77197,73578,62614,4.91,23.29,77197,62614,23.29,-,77197
3296,勝德,135107,139454,127576,-3.11,5.9,135107,127576,5.9,-,135107
3308,聯德,10931,27021,25885,-59.54,-57.77,10931,25885,-57.77,營收下降，係客戶下修訂單所致,10931
3321,同泰,152432,116557,81615,30.77,86.76,152432,81615,86.76,主因112/01月受市場消費性產品需求急凍，致客戶庫存水位過高，為調整庫存，故減少拉貨數量造成基期較低所致。,152432
3338,泰碩,318421,342998,241907,-7.16,31.62,318421,241907,31.62,-,318421
3376,新日興,1001040,1000113,640160,0.09,56.37,1001040,640160,56.37,係因本月客戶拉貨較去年同期增加及去年同期適逢農曆春節工作天數減少所致。,1001040
3432,台端,2477,514,619,381.9,300.16,2477,619,300.16,係因2月逢年節休假，故於本月提早出貨所致,2477
3501,維熹,525421,435403,390705,20.67,34.48,525421,390705,34.48,-,525421
3533,嘉澤,2563729,2173162,1634265,17.97,56.87,2563729,1634265,56.87,"(1)112年1月有農曆年假期,並無完整銷貨天數(2)112年1月全球伺服器與NB有庫存過高問題,113年全球庫存問題已解決",2563729
3550,聯穎,327796,240800,154400,36.12,112.3,327796,154400,112.3,係因112年1月適逢春節假期營業天數較少，致113年1月營收與去年相比大幅增加。,327796
3593,力銘,76299,67837,61072,12.47,24.93,76299,61072,24.93,-,76299
3605,宏致,714370,704531,664293,1.39,7.53,714370,664293,7.53,-,714370
3607,谷崧,245120,212485,151770,15.35,61.5,245120,151770,61.5,"主要係去年一月為農曆春節期間,客戶端收貨時間縮短, 營收基期較低所致",245120
3645,達邁,150490,145874,79303,3.16,89.76,150490,79303,89.76,因去年景氣不確定性影響，營收基期較低，致使今年營收百分比較去年同期增加。,150490
3653,健策,981763,1075398,919884,-8.7,6.72,981763,919884,6.72,-,981763
3679,新至陞,392851,322261,181885,21.9,115.98,392851,181885,115.98,係因去年1月適逢農曆春節假期，基期較低所致。,392851
3715,定穎投控,1458571,1362146,1145150,7.07,27.36,1458571,1145150,27.36,-,1458571
4545,銘鈺,182497,162845,179538,12.06,1.64,182497,179538,1.64,-,182497
4915,致伸,5419759,4060207,4043540,33.48,34.03,5419759,4043540,34.03,-,5419759
4989,榮科,275112,272669,285899,0.89,-3.77,275112,285899,-3.77,-,275112
4999,鑫禾,110353,175291,108138,-37.04,2.04,110353,108138,2.04,-,110353
5469,瀚宇博,3454801,3066224,3264777,12.67,5.82,3454801,3264777,5.82,無,3454801
6108,競國,485659,444298,432774,9.3,12.22,485659,432774,12.22,-,485659
6115,鎰勝,610124,525035,403126,16.2,51.34,610124,403126,51.34,112年1月適逢農曆春節工作天數較少,610124
6133,金橋,85857,86657,96760,-0.92,-11.26,85857,96760,-11.26,-,85857
6141,柏承,263081,256948,126552,2.38,107.88,263081,126552,107.88,去年同期大陸地區受疫情影響需求減少，本期市場已漸回溫，致本月營收較去年同期大幅度增加,263081
6153,嘉聯益,757595,703191,553389,7.73,36.9,757595,553389,36.9,-,757595
6155,鈞寶,39575,40909,41404,-3.26,-4.41,39575,41404,-4.41,-,39575
6191,精成科,1911715,1834720,1577740,4.19,21.16,1911715,1577740,21.16,-,1911715
6197,佳必琪,578124,458688,306257,26.03,88.77,578124,306257,88.77,2023年度成立子公司衡星與併購美國SACO公司，納入合併營收,578124
6205,詮欣,134293,124069,205057,8.24,-34.5,134293,205057,-34.5,-,134293
6213,聯茂,2302918,2153553,1956474,6.93,17.7,2302918,1956474,17.7,-,2302918
6224,聚鼎,238036,201004,197430,18.42,20.56,238036,197430,20.56,-,238036
6269,台郡,2674096,2492546,3097302,7.28,-13.66,2674096,3097302,-13.66,-,2674096
6282,康舒,2386189,3110269,1796634,-23.28,32.81,2386189,1796634,32.81,-,2386189
6412,群電,2776569,2834726,2651220,-2.05,4.72,2776569,2651220,4.72,-,2776569
6449,鈺邦,284058,272037,166839,4.41,70.25,284058,166839,70.25,本月營收較去年同期增加70.26%，係因PC客戶需求增加，及去年同期適逢年假，客戶放假減少拉貨。,284058
6715,嘉基,242722,244549,173800,-0.74,39.65,242722,173800,39.65,-,242722
6805,富世達,598201,595613,220482,0.43,171.31,598201,220482,171.31,較去年同期客戶需求增加,598201
6834,天二科技,90982,71459,64076,27.32,41.99,90982,64076,41.99,-,90982
6835,圓裕,183983,181675,203729,1.27,-9.69,183983,203729,-9.69,-,183983
8039,台虹,680665,672324,410010,1.24,66.01,680665,410010,66.01,自結數尚未經會計師簽證，特此說明。,680665
8046,南電,2561593,2676593,4105697,-4.29,-37.6,2561593,4105697,-37.6,-,2561593
8103,瀚荃,289667,241153,212669,20.11,36.2,289667,212669,36.2,係本公司自結合併營收,289667
8213,志超,1564363,1300821,1450783,20.25,7.82,1564363,1450783,7.82,-,1564363
8249,菱光,251817,187101,199485,34.58,26.23,251817,199485,26.23,-,251817
2347,聯強,41178398,41356845,28041756,-0.43,46.84,41178398,28041756,46.84,-,41178398
2414,精技,1820716,1692530,1675600,7.57,8.66,1820716,1675600,8.66,-,1820716
2430,燦坤,1677625,1603773,2045074,4.6,-17.96,1677625,2045074,-17.96,-,1677625
3010,華立,6702132,5286870,4713572,26.76,42.18,6702132,4713572,42.18,-,6702132
3028,增你強,3131746,2651043,1962019,18.13,59.61,3131746,1962019,59.61,係因客戶需求增加及去年同期適逢春節假期工作日較少，致本期銷貨收入淨額較去年同期增加。,3131746
3033,威健,6520347,6896256,3859897,-5.45,68.92,6520347,3859897,68.92,"係去年同期適逢春節年假,故本期營業天數相對較長所致。",6520347
3036,文曄,73696298,58805865,48997303,25.32,50.4,73696298,48997303,50.4,半導體產業循環與工作天數的基期差異與公司市占率的提升,73696298
3048,益登,10267741,8893905,8100662,15.44,26.75,10267741,8100662,26.75,上述已依IFRS申報合併營收,10267741
3055,蔚華科,127404,132092,145703,-3.54,-12.55,127404,145703,-12.55,-,127404
3209,全科,5369520,2785173,6069368,92.78,-11.53,5369520,6069368,-11.53,-,5369520
3312,弘憶股,1552501,1300989,981519,19.33,58.17,1552501,981519,58.17,"112年1月適逢春節,營業天數短",1552501
3528,安馳,508219,274162,655735,85.37,-22.49,508219,655735,-22.49,-,508219
3702,大聯大,63774812,58037205,44064564,9.88,44.73,63774812,44064564,44.73,-,63774812
5434,崇越,4048510,3927480,4439933,3.08,-8.81,4048510,4439933,-8.81,-,4048510
6189,豐藝,4185357,2342762,1969320,78.65,112.52,4185357,1969320,112.52,客戶需求增加,4185357
6281,全國電,1626804,1473223,1910359,10.42,-14.84,1626804,1910359,-14.84,-,1626804
6776,展�眥篕�,1955592,1867339,1676224,4.72,16.66,1955592,1676224,16.66,-,1955592
8070,長華*,1471846,1359870,1405960,8.23,4.68,1471846,1405960,4.68,-,1471846
8072,陞泰,86212,73743,66823,16.9,29.01,86212,66823,29.01,-,86212
8112,至上,14718484,16064181,6749350,-8.37,118.07,14718484,6749350,118.07,主要係記憶體價格上漲及因應農曆假期客戶提前備貨，且去年一月工作日數較少，致使本月營收較去年同期成長。,14718484
2427,三商電,325390,651534,266566,-50.05,22.06,325390,266566,22.06,-,325390
2453,凌群,402140,854420,396404,-52.93,1.44,402140,396404,1.44,-,402140
2468,華經,187146,149089,145299,25.52,28.8,187146,145299,28.8,-,187146
2471,資通,56493,113934,75716,-50.41,-25.38,56493,75716,-25.38,-,56493
2480,敦陽科,590256,720952,576773,-18.12,2.33,590256,576773,2.33,-,590256
3029,零壹,1325285,974158,1237076,36.04,7.13,1325285,1237076,7.13,-,1325285
4994,傳奇,148256,134585,127353,10.15,16.41,148256,127353,16.41,-,148256
5203,訊連,159771,169161,149839,-5.55,6.62,159771,149839,6.62,-,159771
6112,邁達特,1742010,1660456,1445031,4.91,20.55,1742010,1445031,20.55,"112/10/2Brainstorm成為子公司，共同控制企業重編去年合併營收。本月較去年1月不含Brainstorm增加593,458千元及51.67%。",1742010
6183,關貿,230200,321693,190689,-28.44,20.72,230200,190689,20.72,-,230200
6214,精誠,3662371,4521111,2998122,-18.99,22.15,3662371,2998122,22.15,-,3662371
2312,金寶,11036354,11136534,12704881,-0.89,-13.13,11036354,12704881,-13.13,-,11036354
2317,鴻海,522141475,460124625,660363151,13.47,-20.93,522141475,660363151,-20.93,-,522141475
2354,鴻準,3447605,3142766,9219549,9.69,-62.6,3447605,9219549,-62.6,2023年因後疫情影響，出貨量仍高，2024年因產品生命週期影響，市場販售狀況影響訂單。,3447605
2359,所羅門,197804,480108,257373,-58.8,-23.14,197804,257373,-23.14,-,197804
2360,致茂,1395856,1750237,1330119,-20.24,4.94,1395856,1330119,4.94,-,1395856
2373,震旦行,1074879,946681,947954,13.54,13.38,1074879,947954,13.38,-,1074879
2390,云辰,49041,69801,44739,-29.74,9.61,49041,44739,9.61,-,49041
2404,漢唐,4461588,5943839,4504667,-24.93,-0.95,4461588,4504667,-0.95,-,4461588
2423,固緯,196093,325716,214052,-39.79,-8.39,196093,214052,-8.39,-,196093
2433,互盛電,239605,251355,246094,-4.67,-2.63,239605,246094,-2.63,-,239605
2459,敦吉,494335,564358,522641,-12.4,-5.41,494335,522641,-5.41,-,494335
2461,光群雷,494849,521779,497377,-5.16,-0.5,494849,497377,-0.5,-,494849
2464,盟立,518261,738807,731558,-29.85,-29.15,518261,731558,-29.15,-,518261
2474,可成,1298386,1031137,1180703,25.91,9.96,1298386,1180703,9.96,無,1298386
2477,美隆電,196248,162424,156665,20.82,25.26,196248,156665,25.26,-,196248
2482,連宇,50585,66396,153658,-23.81,-67.07,50585,153658,-67.07,主要係客戶需求減少所致,50585
2488,漢平,148343,220972,137861,-32.86,7.6,148343,137861,7.6,-,148343
3018,隆銘綠能,13040,33991,74269,-61.63,-82.44,13040,74269,-82.44,因去年同期部份工案已完工，新工案係初期工進以致營收尚未明顯挹注，故113年1月收入相對較112年1月低,13040
3030,德律,465868,713612,255147,-34.71,82.58,465868,255147,82.58,本月比去年同期增加83％，主要係因伺服器、手機終端產業的需求增加所致,465868
3043,科風,68265,64295,91892,6.17,-25.71,68265,91892,-25.71,-,68265
3305,昇貿,550309,483710,457420,13.76,20.3,550309,457420,20.3,-,550309
3518,柏騰,32223,30828,23601,4.52,36.53,32223,23601,36.53,-,32223
3617,碩天,941036,897042,936114,4.9,0.52,941036,936114,0.52,-,941036
4588,玖鼎電力,79009,40368,56085,95.72,40.87,79009,56085,40.87,因按照合約規範，每月出貨數量依客戶通知出貨。,79009
6139,亞翔,6772790,8314643,2345006,-18.54,188.81,6772790,2345006,188.81,主要係工程進入施工高峰期，致本月營收較去年同期大幅增加。,6772790
6192,巨路,624559,637249,464020,-1.99,34.59,624559,464020,34.59,-,624559
6196,帆宣,6328076,5631380,4337113,12.37,45.9,6328076,4337113,45.9,-,6328076
6201,亞弘電,255316,344295,210015,-25.84,21.57,255316,210015,21.57,-,255316
6215,和椿,100234,75784,68791,32.26,45.7,100234,68791,45.7,-,100234
6283,淳安,97624,115982,54402,-15.82,79.44,97624,54402,79.44,本月營收增加，配合下游客戶調節庫存。,97624
6409,旭隼,1834244,1485200,1423490,23.5,28.85,1834244,1423490,28.85,-,1834244
6438,迅得,426902,495678,532206,-13.87,-19.78,426902,532206,-19.78,-,426902
6558,興能高,89426,86686,105824,3.16,-15.49,89426,105824,-15.49,-,89426
6658,聯策,67455,149217,73393,-54.79,-8.09,67455,73393,-8.09,-,67455
6691,洋基工程,1039314,1152958,843919,-9.85,23.15,1039314,843919,23.15,-,1039314
6698,旭暉應材,91053,127723,86268,-28.71,5.54,91053,86268,5.54,-,91053
6743,安普新,312931,336412,307052,-6.97,1.91,312931,307052,1.91,-,312931
6830,汎銓,158474,161516,132511,-1.88,19.59,158474,132511,19.59,-,158474
8021,尖點,239125,257859,221625,-7.26,7.89,239125,221625,7.89,-,239125
8201,無敵,48232,38686,79385,24.67,-39.24,48232,79385,-39.24,-,48232
2616,山隆,1335502,1329876,1252828,0.42,6.59,1335502,1252828,6.59,-,1335502
6505,台塑化,56451418,55329015,60935919,2.02,-7.35,56451418,60935919,-7.35,-,56451418
8926,台汽電,564089,544808,365041,3.53,54.52,564089,365041,54.52,係子公司星能(股)依工程進度認列收入較去年同期增加。,564089
9908,大台北,313749,425499,307262,-26.26,2.11,313749,307262,2.11,-,313749
9918,欣天然,272975,168944,223453,61.57,22.16,272975,223453,22.16,-,272975
9926,新海,252064,212817,234677,18.44,7.4,252064,234677,7.4,-,252064
9931,欣高,111462,105710,109169,5.44,2.1,111462,109169,2.1,-,111462
9937,全國,2051757,2062160,1958299,-0.5,4.77,2051757,1958299,4.77,-,2051757
1316,上曜,79217,54149,47445,46.29,66.96,79217,47445,66.96,主因子公司營收上升，致本年度營收較去年同期增加。,79217
1436,華友聯,2463,2015,1402,22.23,75.67,2463,1402,75.67,本月及累計營收較去年同期增加，係今年租賃收入較去年同期增加所致。,2463
1438,三地開發,0,0,105506,,-100.0,0,105506,-100.0,112年銷售房屋與土地，故營收變化大。,0
1439,雋揚,5949,19301,44882,-69.17,-86.74,5949,44882,-86.74,本公司截至01月底營收較去年同期減少，係因本年度認列交屋金額較低所致。,5949
1442,名軒,904364,1252747,12625,-27.8,7063.27,904364,12625,7063.27,本月認收86戶，去年同期認收1戶；本年累計認收86戶，去年累計認收1戶，故兩期差異大。,904364
1453,大將,115,203129,57,-99.94,101.75,115,57,101.75,"本月營收較去年同期增加,係因本月房屋出租金額較高所致.",115
1456,怡華,34485,66492,24784,-48.13,39.14,34485,24784,39.14,-,34485
1472,三洋實業,201234,255111,61007,-21.11,229.85,201234,61007,229.85,本公司以專案收入為主要營收，因各財務報表期間所認列專案別不同，使得營業收入同期比較不具相同基礎，此為本公司營業特性,201234
1805,寶徠,491,491,592,0.0,-17.06,491,592,-17.06,-,491
1808,潤隆,99173,1035824,342746,-90.42,-71.06,99173,342746,-71.06,營收變動主要係本月及本期累計工程及房地出售收入皆較去年同期減少所致。,99173
2442,新美齊,203881,1189044,9105,-82.85,2139.22,203881,9105,2139.22,本年累計營收較去年同期增加，主係本期營建專案交屋認列收入較高所致。,203881
2501,國建,1960877,3901550,972185,-49.74,101.69,1960877,972185,101.69,本月交屋入帳及工程收入增加,1960877
2504,國產,2085693,1918569,1422795,8.71,46.59,2085693,1422795,46.59,-,2085693
2505,國揚,46506,151564,95867,-69.31,-51.48,46506,95867,-51.48,"本年度營建收入45,725仟元，租賃收入781仟元。",46506
2506,太設,181037,401898,71237,-54.95,154.13,181037,71237,154.13,本月及本期累計交屋均較去年同期多,181037
2509,全坤建,19120,19018,16836,0.53,13.56,19120,16836,13.56,-,19120
2511,太子,545871,1015312,642357,-46.23,-15.02,545871,642357,-15.02,-,545871
2515,中工,1625267,1795673,1028690,-9.48,57.99,1625267,1028690,57.99,主要係112年春節在1月工作天數較113年1月少及112年新增工案增加營收貢獻所致。,1625267
2516,新建,735792,814492,609947,-9.66,20.63,735792,609947,20.63,-,735792
2520,冠德,1211837,1993087,943955,-39.19,28.37,1211837,943955,28.37,-,1211837
2524,京城,256053,294993,111180,-13.2,130.3,256053,111180,130.3,本月因美術皇居入帳金額較大，致使年、月成長率較高,256053
2527,宏璟,98455,117996,28659,-16.56,243.53,98455,28659,243.53,"本月及本年累計營收較去年高,主要係因本月房地銷售收入較高所致",98455
2528,皇普,21,21,671796,0.0,-99.99,21,671796,-99.99,主係認列租賃收入21仟元所致。,21
2530,華建,9796,1972085,1042,-99.5,840.11,9796,1042,840.11,"本年度出售房地收入較去年度增加9,048仟元,本年度租金收入較去年度同期減少294仟元.",9796
2534,宏盛,140977,122678,678009,14.91,-79.2,140977,678009,-79.2,本月成屋銷售情形較去年同期減少。,140977
2535,達欣工,1183021,1503217,906132,-21.3,30.55,1183021,906132,30.55,-,1183021
2536,宏普,269076,2344466,14641,-88.52,1737.82,269076,14641,1737.82,今年本期預售交屋及合併子公司租賃收入,269076
2537,聯上發,64767,546,20203,11762.08,220.58,64767,20203,220.58,本月營收較去年增加，係今年同期認列台北市房地出售收入較高所致。,64767
2538,基泰,21606,59843,24264,-63.89,-10.95,21606,24264,-10.95,-,21606
2539,櫻花建,551350,2519237,718315,-78.11,-23.24,551350,718315,-23.24,無異常。本月有「科博之櫻」及「櫻花聚-聚學區」建案陸續過戶中。,551350
2540,愛山林,794545,1041539,226816,-23.71,250.3,794545,226816,250.3,本月營收增加，主係不動產代銷個案銷售成長及增加營造收入所致。,794545
2542,興富發,397998,1097232,2231592,-63.72,-82.16,397998,2231592,-82.16,本月較去年同期減少，係去年認列「烏日高鐵」、「善捷段」等建案收入所致。,397998
2543,皇昌,803526,1231874,492713,-34.77,63.08,803526,492713,63.08,部分工程進入施工高峰期，致本期營收較去年同期增加,803526
2545,皇翔,299720,889937,256929,-66.32,16.65,299720,256929,16.65,-,299720
2546,根基,1018698,1319413,808504,-22.79,25.99,1018698,808504,25.99,-,1018698
2547,日勝生,481132,1395353,363465,-65.51,32.37,481132,363465,32.37,-,481132
2548,華固,2586,242278,706181,-98.93,-99.63,2586,706181,-99.63,本公司截至1月底累計營收較去年同期減少，係因本期認列交屋金額較低所致。,2586
2597,潤弘,2117658,2354924,1322152,-10.07,60.16,2117658,1322152,60.16,當月營收較去年增加達50%：主係業務正於大量施工階段，以致本月營收較去年同期增加。,2117658
3052,夆典,253181,637683,213014,-60.29,18.85,253181,213014,18.85,-,253181
3056,富華新,10461,11940,18927,-12.38,-44.72,10461,18927,-44.72,-,10461
3266,昇陽,1008185,1062004,185538,-5.06,443.38,1008185,185538,443.38,因營建收入受政策、全部完工法及建案規模不同等影響，故營收波動較大。,1008185
3703,欣陸,2107731,2688035,2091980,-21.58,0.75,2107731,2091980,0.75,-,2107731
5515,建國,323258,468839,351493,-31.05,-8.03,323258,351493,-8.03,-,323258
5519,隆大,255630,1030300,68472,-75.18,273.33,255630,68472,273.33,主係今年同期自建案餘屋J36、J48案認列房地銷售收入較多所致。,255630
5521,工信,513922,431616,287208,19.06,78.93,513922,287208,78.93,本月營收較去年同期增加79%主因有部分工程已從準備期進入正常施作期間，及有新增工程，因此收入較多。,513922
5522,遠雄,181029,6582014,2198879,-97.24,-91.76,181029,2198879,-91.76,本月營收較去年同期下滑主要係已完工可交屋成屋量減少所致。,181029
5525,順天,67236,65746,110151,2.26,-38.96,67236,110151,-38.96,-,67236
5531,鄉林,77617,97806,106337,-20.64,-27.0,77617,106337,-27.0,建設業之銷售進度及狀況深受景氣榮枯及市場現狀影響，且建築個案之完工時間並非固定時點，故月營收的表現上會有較大之波動。,77617
5533,皇鼎,169589,100256,280900,69.15,-39.62,169589,280900,-39.62,-,169589
5534,長虹,284092,906904,139990,-68.67,102.93,284092,139990,102.93,本月營收較去年同期增加，主要係因本月過戶交屋數額較去年同期增加所致。,284092
6177,達麗,260774,6016736,26174,-95.66,896.3,260774,26174,896.3,本期營收較去年同期增加，主要係去年年底「創研段」完工陸續於本期過戶所致；去年同期僅有租金收入。,260774
9906,欣巴巴,66811,43634,250392,53.11,-73.31,66811,250392,-73.31,兩年同期之差異，主係預售個案已全數過戶交屋，本月僅成屋入帳。兩年 度累計營收之差異，係去年有新個案及成屋入帳。,66811
9946,三發地產,2517,144819,18769,-98.26,-86.58,2517,18769,-86.58,本月營收較去年同期減少，係因本月過戶交屋數較去年同期減少所致,2517
2208,台船,1525871,1405272,2335616,8.58,-34.66,1525871,2335616,-34.66,-,1525871
2603,長榮,28351523,23633235,26241827,19.96,8.03,28351523,26241827,8.03,-,28351523
2605,新興,445775,423964,419523,5.14,6.25,445775,419523,6.25,-,445775
2606,裕民,1490428,1377822,871508,8.17,71.01,1490428,871508,71.01,整體運價上漲致收入增加,1490428
2607,榮運,1446665,1400611,997989,3.28,44.95,1446665,997989,44.95,-,1446665
2608,嘉里大榮,1203890,1034826,897147,16.33,34.19,1203890,897147,34.19,-,1203890
2609,陽明,13996737,10646168,12717561,31.47,10.05,13996737,12717561,10.05,-,13996737
2610,華航,15923180,16163978,14978399,-1.48,6.3,15923180,14978399,6.3,-,15923180
2611,志信,60589,62689,32547,-3.34,86.15,60589,32547,86.15,本月營收淨額較去年同期增加主係子公司美麗信去年因進行裝修工程，實際營運天數較少，故營收相對增加，同期間基期較低所致。,60589
2612,中航,338683,363544,318084,-6.83,6.47,338683,318084,6.47,-,338683
2613,中櫃,287093,278303,232724,3.15,23.36,287093,232724,23.36,-,287093
2615,萬海,9252389,8356023,9495560,10.72,-2.56,9252389,9495560,-2.56,-,9252389
2617,台航,349888,366266,317379,-4.47,10.24,349888,317379,10.24,-,349888
2618,長榮航,17631214,18742882,15179020,-5.93,16.15,17631214,15179020,16.15,-,17631214
2630,亞航,315855,516161,313698,-38.8,0.68,315855,313698,0.68,-,315855
2633,台灣高鐵,4296910,4528471,4344539,-5.11,-1.09,4296910,4344539,-1.09,-,4296910
2634,漢翔,3508762,3304534,2685236,6.18,30.66,3508762,2685236,30.66,-,3508762
2636,台驊投控,1616833,1339536,1191886,20.7,35.65,1616833,1191886,35.65,-,1616833
2642,宅配通,398204,352896,381516,12.83,4.37,398204,381516,4.37,-,398204
2645,長榮航太,1317197,1090633,1028471,20.77,28.07,1317197,1028471,28.07,-,1317197
5607,遠雄港,284656,264256,211675,7.71,34.47,284656,211675,34.47,-,284656
5608,四維航,260539,264529,325819,-1.5,-20.03,260539,325819,-20.03,-,260539
6753,龍德造船,347606,429515,587829,-19.07,-40.86,347606,587829,-40.86,-,347606
6757,台灣虎航-創,1289683,1140392,902591,13.09,42.88,1289683,902591,42.88,本公司1月單月營收創歷史新高，較112年同期增幅42.89%。主係國際航空客運復甦，市場需求暢旺，航班數及旅客數增加所致。,1289683
8367,建新國際,224674,271465,161887,-17.23,38.78,224674,161887,38.78,無,224674
2701,萬企,25036,24278,25995,3.12,-3.68,25036,25995,-3.68,-,25036
2702,華園,97945,110887,99455,-11.67,-1.51,97945,99455,-1.51,-,97945
2704,國賓,131445,110514,198437,18.93,-33.75,131445,198437,-33.75,營收減少係因高雄國賓營運至112年1月31日,131445
2705,六福,150460,219565,188590,-31.47,-20.21,150460,188590,-20.21,-,150460
2706,第一店,27818,30860,26390,-9.85,5.41,27818,26390,5.41,-,27818
2707,晶華,623209,693985,692830,-10.19,-10.04,623209,692830,-10.04,-,623209
2712,遠雄來,36449,44587,74674,-18.25,-51.18,36449,74674,-51.18,本月營收較去年同期衰退51.19%，主係去年1月適逢春節連續假日，帶動旅遊人次增加。,36449
2722,夏都,37195,45432,77289,-18.13,-51.87,37195,77289,-51.87,主係112年1月適逢農曆春節連續假期所致。,37195
2727,王品,1831843,1995090,2170619,-8.18,-15.6,1831843,2170619,-15.6,-,1831843
2731,雄獅,1655576,1650394,1112986,0.31,48.75,1655576,1112986,48.75,-,1655576
2739,寒舍,473438,532688,457778,-11.12,3.42,473438,457778,3.42,-,473438
2748,雲品,302985,281135,275498,7.77,9.97,302985,275498,9.97,-,302985
2753,八方雲集,683379,638782,578820,6.98,18.06,683379,578820,18.06,-,683379
5706,鳳凰,103763,76339,141894,35.92,-26.87,103763,141894,-26.87,-,103763
8940,新天地,276511,201729,196021,37.07,41.06,276511,196021,41.06,-,276511
9943,好樂迪,224645,241249,340258,-6.88,-33.97,224645,340258,-33.97,-,224645
2801,彰銀,4040185,2704615,3214771,49.38,25.67,4040185,3214771,25.67,-,4040185
2809,京城銀,940652,876291,837953,7.34,12.25,940652,837953,12.25,-,940652
2812,台中銀,1571740,1682914,1332924,-6.6,17.91,1571740,1332924,17.91,-,1571740
2816,旺旺保,938782,875226,786030,7.26,19.43,938782,786030,19.43,-,938782
2820,華票,293692,101960,182631,188.04,60.81,293692,182631,60.81,主係金融商品評價利益回升及債券收益增加所致。,293692
2832,台產,618105,549435,516862,12.49,19.58,618105,516862,19.58,-,618105
2834,臺企銀,3396361,2554791,2825677,32.94,20.19,3396361,2825677,20.19,-,3396361
2836,高雄銀,333783,295686,305911,12.88,9.11,333783,305911,9.11,-,333783
2838,聯邦銀,1554343,1427391,1462266,8.89,6.29,1554343,1462266,6.29,-,1554343
2845,遠東銀,1224436,936172,1042533,30.79,17.44,1224436,1042533,17.44,-,1224436
2849,安泰銀,497384,460212,424328,8.07,17.21,497384,424328,17.21,-,497384
2850,新產,1834934,1675195,1649765,9.53,11.22,1834934,1649765,11.22,-,1834934
2851,中再保,2217321,1742050,1933106,27.28,14.7,2217321,1933106,14.7,-,2217321
2852,第一保,625077,603856,571167,3.51,9.43,625077,571167,9.43,-,625077
2855,統一證,1111257,994148,498861,11.77,122.75,1111257,498861,122.75,今年單月營收較去年同期增加，主因本年度一月營業天數較多，經紀收入較去年同期增加所致。,1111257
2867,三商壽,14440074,11548000,11638407,25.04,24.07,14440074,11638407,24.07,-,14440074
2880,華南金,5953293,4347529,4657529,36.93,27.82,5953293,4657529,27.82,-,5953293
2881,富邦金,38587014,9501536,16144741,306.11,139.0,38587014,16144741,139.0,本月營業收入較去年本月營業收入增加，主係保險淨收益增加(保險賠款給付減少)及投資相關淨收益增加所致。,38587014
2882,國泰金,33956720,26418714,26696044,28.53,27.19,33956720,26696044,27.19,-,33956720
2883,開發金,6198132,1647167,5656286,276.29,9.57,6198132,5656286,9.57,-,6198132
